Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-54mp,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,sentence,label,TriggerWord,Label
52,1594143571770,07/07/2020 17:39:31,1594143571704,-4,07/07/2020 13:39:31,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,2,ReadingPres,Zone1,reading,367.02300000000105,null,,waitress,3,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
53,1594143572098,07/07/2020 17:39:32,1594143572031,-4,07/07/2020 13:39:32,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,2,ReadingPres,Zone1,reading,317.1759999999995,null,,ordered,4,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
54,1594143572473,07/07/2020 17:39:32,1594143572401,-4,07/07/2020 13:39:32,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,2,ReadingPres,Zone1,reading,367.07700000000114,null,,herself,5,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
55,1594143572833,07/07/2020 17:39:32,1594143572757,-4,07/07/2020 13:39:32,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,2,ReadingPres,Zone1,reading,367.10499999999956,null,,a,6,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
56,1594143573208,07/07/2020 17:39:33,1594143573140,-4,07/07/2020 13:39:33,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,2,ReadingPres,Zone1,reading,383.4290000000001,null,,burger.,7,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
57,1594143573364,07/07/2020 17:39:33,1594143573142,-4,07/07/2020 13:39:33,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,2,ReadingPres,Zone1,reading,2435.715,null,,Content End,,0,1,0,,,true,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
58,1594143573958,07/07/2020 17:39:33,1594143573889,-4,07/07/2020 13:39:33,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,3,BlankScreen,Zone1,fixation,751.1229999999996,null,,null,,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
59,1594143574286,07/07/2020 17:39:34,1594143574212,-4,07/07/2020 13:39:34,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,213,4,4,JudgmentResponse,Zone5,response_keyboard_single,297.32999997213483,null,,4,1,0,1,0,,,false,8,8,Trial,The|hungry|waitress|ordered|herself|a|burger.,F.GR.C.34,5,
60,1594143574646,07/07/2020 17:39:34,1594143574573,-4,07/07/2020 13:39:34,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,1,Fixation,fixation,fixation,367.2400000000016,null,,null,,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
61,1594143574958,07/07/2020 17:39:34,1594143574855,-4,07/07/2020 13:39:34,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,266.70200000000114,null,,My,1,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
62,1594143575355,07/07/2020 17:39:35,1594143575250,-4,07/07/2020 13:39:35,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,400.3099999999977,null,,impression,2,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
63,1594143575636,07/07/2020 17:39:35,1594143575553,-4,07/07/2020 13:39:35,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,300.4360000000015,null,,these,3,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
64,1594143575933,07/07/2020 17:39:35,1594143575879,-4,07/07/2020 13:39:35,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,333.67199999999866,null,,five,4,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
65,1594143576246,07/07/2020 17:39:36,1594143576180,-4,07/07/2020 13:39:36,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,300.5679999999993,null,,librarians,5,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
66,1594143576574,07/07/2020 17:39:36,1594143576490,-4,07/07/2020 13:39:36,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,300.32800000000134,null,,are,6,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
67,1594143576871,07/07/2020 17:39:36,1594143576791,-4,07/07/2020 13:39:36,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,300.33100000000195,null,,always,7,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
68,1594143577683,07/07/2020 17:39:37,1594143577377,-4,07/07/2020 13:39:37,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,600.614999999998,null,,reading,8,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
69,1594143577902,07/07/2020 17:39:37,1594143577642,-4,07/07/2020 13:39:37,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,250.3050000000003,null,,is,9,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
70,1594143578043,07/07/2020 17:39:38,1594143577927,-4,07/07/2020 13:39:37,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,300.0420000000013,null,,incorrect.,10,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
71,1594143578043,07/07/2020 17:39:38,1594143577927,-4,07/07/2020 13:39:37,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,2,ReadingPres,Zone1,reading,3353.309000000001,null,,Content End,,0,1,0,,,true,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
72,1594143578748,07/07/2020 17:39:38,1594143578677,-4,07/07/2020 13:39:38,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,3,BlankScreen,Zone1,fixation,751.1259999999966,null,,null,,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
73,1594143579264,07/07/2020 17:39:39,1594143579191,-4,07/07/2020 13:39:39,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,196,5,4,JudgmentResponse,Zone2,response_keyboard_single,502.3700000019744,null,,1,1,0,1,0,,,false,8,8,Trial,My|impression|these|five|librarians|are|always|reading|is|incorrect.,T.CP.WO.4,3,
74,1594143579623,07/07/2020 17:39:39,1594143579561,-4,07/07/2020 13:39:39,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,1,Fixation,fixation,fixation,383.6100000000006,null,,null,,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
75,1594143579904,07/07/2020 17:39:39,1594143579835,-4,07/07/2020 13:39:39,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,267.1029999999955,null,,The,1,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
76,1594143580264,07/07/2020 17:39:40,1594143580199,-4,07/07/2020 13:39:40,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,367.07500000000437,null,,belief,2,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
77,1594143580623,07/07/2020 17:39:40,1594143580513,-4,07/07/2020 13:39:40,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,300.3119999999981,null,,these,3,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
78,1594143580857,07/07/2020 17:39:40,1594143580783,-4,07/07/2020 13:39:40,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,283.6710000000021,null,,two,4,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
79,1594143581107,07/07/2020 17:39:41,1594143581048,-4,07/07/2020 13:39:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,266.6650000000009,null,,snakes,5,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
80,1594143581342,07/07/2020 17:39:41,1594143581270,-4,07/07/2020 13:39:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,217.19900000000052,null,,are,6,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
81,1594143581593,07/07/2020 17:39:41,1594143581508,-4,07/07/2020 13:39:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,233.28600000000006,null,,sinister,7,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
82,1594143581795,07/07/2020 17:39:41,1594143581732,-4,07/07/2020 13:39:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,233.87999999999738,null,,gave,8,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
83,1594143582092,07/07/2020 17:39:42,1594143581965,-4,07/07/2020 13:39:41,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,233.47000000000116,null,,the,9,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
84,1594143582279,07/07/2020 17:39:42,1594143582201,-4,07/07/2020 13:39:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,233.42399999999907,null,,boy,10,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
85,1594143582499,07/07/2020 17:39:42,1594143582423,-4,07/07/2020 13:39:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,217.20799999999872,null,,nightmares.,11,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
86,1594143582655,07/07/2020 17:39:42,1594143582426,-4,07/07/2020 13:39:42,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,2,ReadingPres,Zone1,reading,2853.292999999998,null,,Content End,,0,1,0,,,true,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
87,1594143583233,07/07/2020 17:39:43,1594143583165,-4,07/07/2020 13:39:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,3,BlankScreen,Zone1,fixation,750.5270000000019,null,,null,,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
88,1594143583577,07/07/2020 17:39:43,1594143583514,-4,07/07/2020 13:39:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,197,6,4,JudgmentResponse,Zone5,response_keyboard_single,334.94000002974644,null,,4,1,0,1,0,,,false,8,8,Trial,The|belief|these|two|snakes|are|sinister|gave|the|boy|nightmares.,T.CP.WO.62,3,
89,1594143583921,07/07/2020 17:39:43,1594143583850,-4,07/07/2020 13:39:43,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,1,Fixation,fixation,fixation,350.34999999999854,null,,null,,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
90,1594143584342,07/07/2020 17:39:44,1594143584268,-4,07/07/2020 13:39:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,417.07500000000437,null,,The,1,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
91,1594143584811,07/07/2020 17:39:44,1594143584746,-4,07/07/2020 13:39:44,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,467.2769999999946,null,,allegation,2,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
92,1594143585233,07/07/2020 17:39:45,1594143585158,-4,07/07/2020 13:39:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,417.112000000001,null,,that,3,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
93,1594143585592,07/07/2020 17:39:45,1594143585524,-4,07/07/2020 13:39:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,366.91999999999825,null,,seven,4,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
94,1594143586061,07/07/2020 17:39:46,1594143585996,-4,07/07/2020 13:39:45,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,467.32500000000437,null,,thieves,5,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
95,1594143586467,07/07/2020 17:39:46,1594143586389,-4,07/07/2020 13:39:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,400.28800000000047,null,,are,6,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
96,1594143586811,07/07/2020 17:39:46,1594143586738,-4,07/07/2020 13:39:46,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,350.5829999999987,null,,guilty,7,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
97,1594143587155,07/07/2020 17:39:47,1594143587083,-4,07/07/2020 13:39:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,333.6820000000007,null,,requires,8,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
98,1594143587421,07/07/2020 17:39:47,1594143587349,-4,07/07/2020 13:39:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,266.9029999999984,null,,evidence.,9,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
99,1594143587577,07/07/2020 17:39:47,1594143587353,-4,07/07/2020 13:39:47,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,2,ReadingPres,Zone1,reading,3487.165000000001,null,,Content End,,0,1,0,,,true,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
100,1594143588155,07/07/2020 17:39:48,1594143588088,-4,07/07/2020 13:39:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,3,BlankScreen,Zone1,fixation,750.859000000004,null,,null,,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
101,1594143588592,07/07/2020 17:39:48,1594143588528,-4,07/07/2020 13:39:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,191,7,4,JudgmentResponse,Zone5,response_keyboard_single,429.2049999930896,null,,4,1,0,1,0,,,false,8,8,Trial,The|allegation|that|seven|thieves|are|guilty|requires|evidence.,T.CP.W.32,3,
102,1594143588952,07/07/2020 17:39:48,1594143588887,-4,07/07/2020 13:39:48,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,1,Fixation,fixation,fixation,367.096000000005,null,,null,,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
103,1594143589249,07/07/2020 17:39:49,1594143589158,-4,07/07/2020 13:39:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,267.0439999999944,null,,The,1,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
104,1594143589561,07/07/2020 17:39:49,1594143589497,-4,07/07/2020 13:39:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,333.37400000000343,null,,climbers,2,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
105,1594143589905,07/07/2020 17:39:49,1594143589832,-4,07/07/2020 13:39:49,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,333.8220000000001,null,,hike,3,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
106,1594143590202,07/07/2020 17:39:50,1594143590137,-4,07/07/2020 13:39:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,300.4559999999983,null,,in,4,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
107,1594143590530,07/07/2020 17:39:50,1594143590450,-4,07/07/2020 13:39:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,317.0740000000005,null,,the,5,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
108,1594143590999,07/07/2020 17:39:50,1594143590934,-4,07/07/2020 13:39:50,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,483.8550000000032,null,,national,6,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
109,1594143591374,07/07/2020 17:39:51,1594143591309,-4,07/07/2020 13:39:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,383.7669999999998,null,,park,7,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
110,1594143591764,07/07/2020 17:39:51,1594143591696,-4,07/07/2020 13:39:51,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,383.6029999999955,null,,every,8,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
111,1594143592093,07/07/2020 17:39:52,1594143592023,-4,07/07/2020 13:39:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,317.1560000000027,null,,weekend.,9,0,1,0,,,false,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
112,1594143592249,07/07/2020 17:39:52,1594143592027,-4,07/07/2020 13:39:52,19534,7,task-41g1,,5952547,,1675479,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 83.0.4103.116,1280x720,1280x578,,SPR,12,L2,L2,199,8,2,ReadingPres,Zone1,reading,3120.150999999998,null,,Content End,,0,1,0,,,true,8,8,Trial,The|climbers|hike|in|the|national|park|every|weekend.,C.SVA.G.18,3,
